DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total EXPULSION ACTIONS,ratio ECO. DISADV. EXPULSION ACTIONS vs average,ratio SPEC. ED. EXPULSION ACTIONS vs average,ratio BLACK OR AFRICAN AMERICAN EXPULSION ACTIONS vs average,ratio HISPANIC/LATINO EXPULSION ACTIONS vs average,ratio WHITE EXPULSION ACTIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT EXPULSION ACTIONS vs average,ratio ASIAN EXPULSION ACTIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC EXPULSION ACTIONS vs average,ratio TWO OR MORE RACES EXPULSION ACTIONS vs average
220917,CASTLEBERRY ISD,11,3938,1.2,76.6,20.3,0.3,0.3,0.1,1.2,86.9,7.1,1,1.1507,0,0,0,4.9261,0,0,0,0
220918,EAGLE MT-SAGINAW ISD,11,18155,9.6,35.5,47.1,0.6,3.7,0.3,3.2,40.4,8.1,15,2.1452,0.8230,0.6944,0.1878,1.6985,11.1111,0,0,0
220919,CARROLL ISD,11,7791,1.9,8.3,75.1,0.3,10.4,0.2,3.8,2.1,7.6,0,1,1,1,1,1,1,1,1,1
220920,WHITE SETTLEMENT ISD,11,6552,6.3,34.8,52.2,0.5,1.8,0.2,4.2,53.5,9.8,1,0,0,0,0,1.9157,0,0,0,0
221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14,12522,13.6,27.6,50.2,0.4,3.7,0.2,4.3,41.9,8.1,0,1,1,1,1,1,1,1,1,1
221901,ABILENE ISD,14,17184,11.8,41.9,40.1,0.4,1.9,0.1,3.8,65.6,10.7,24,0.0635,3.8941,0.3531,1.4916,0.7273,0,0,0,1.0965
221904,MERKEL ISD,14,1179,0.9,23.1,73.5,0.7,0,0.1,1.7,57.3,11.8,1,1.7452,0,0,0,1.3605,0,1,0,0
221905,TRENT ISD,14,177,1.1,11.9,84.2,0,0.6,0,2.3,41.2,6.2,0,1,1,1,1,1,1,1,1,1
221911,JIM NED CISD,14,1051,0.3,10.4,87.3,0.3,0.4,0,1.4,29.3,7.2,1,3.4130,0,0,0,1.1455,0,0,1,0
221912,WYLIE ISD,14,3829,3,14,77.3,0.4,2.1,0.1,3.2,15.3,6.6,0,1,1,1,1,1,1,1,1,1
222901,TERRELL COUNTY ISD,18,140,0.7,55,42.9,0,0,0,1.4,30,7.1,0,1,1,1,1,1,1,1,1,1
223901,BROWNFIELD ISD,17,1782,2.8,76.8,18.8,0.1,0.6,0,1,73.7,7.1,0,1,1,1,1,1,1,1,1,1
223902,MEADOW ISD,17,325,0.9,65.2,30.8,1.2,0,0,1.8,73.2,6.5,0,1,1,1,1,1,1,1,1,1
223904,WELLMAN-UNION CISD,17,246,1.2,44.7,54.1,0,0,0,0,56.9,9.8,0,1,1,1,1,1,1,1,1,1
224901,THROCKMORTON ISD,09,197,0.5,17.8,81.2,0,0,0,0.5,50.8,6.6,0,1,1,1,1,1,1,1,1,1
224902,WOODSON ISD,09,92,0,20.7,75,0,0,0,4.3,64.1,12,0,1,1,1,1,1,1,1,1,1
225902,MOUNT PLEASANT ISD,08,5431,12.1,67.6,18.1,0.3,0.6,0,1.4,84.4,9.8,1,1.1848,0,0,1.4793,0,0,0,1,0
225905,WINFIELD ISD,08,157,1.3,83.4,13.4,0,0,0.6,1.3,93.6,7,0,1,1,1,1,1,1,1,1,1
225906,CHAPEL HILL ISD,08,1004,3.2,31.8,62.2,0.4,0.7,0,1.8,49.7,9.4,1,0,0,0,0,1.6077,0,0,1,0
225907,HARTS BLUFF ISD,08,497,1.6,43.7,51.9,0.4,0.6,0,1.8,61.2,4,0,1,1,1,1,1,1,1,1,1
226801,TEXAS LEADERSHIP,15,1165,3.3,48.7,43.8,0.1,1,0,3.2,43.1,6.7,2,0,0,15.1515,0,1.1416,0,0,1,0
226901,CHRISTOVAL ISD,15,471,0,19.3,75.2,0.6,0,0,4.9,18.7,5.3,0,1,1,1,1,1,1,1,1,1
226903,SAN ANGELO ISD,15,14550,4.4,58.5,34.3,0.3,1,0.1,1.5,59.9,10,2,12.5209,5.0000,0,0.8547,1.4577,0,0,0,0
226905,WATER VALLEY ISD,15,287,2.8,17.1,74.9,1,0.7,0,3.5,50.5,13.6,0,1,1,1,1,1,1,1,1,1
226906,WALL ISD,15,1089,0.1,18.3,80.3,0,0.1,0.2,1,12.9,5.2,1,0,0,0,0,1.2453,1,0,0,0
226907,GRAPE CREEK ISD,15,1054,0.5,42.1,55.6,0,0.4,0,1.4,63.4,11.8,1,1.5773,0,0,0,1.7986,1,0,1,0
226908,VERIBEST ISD,15,272,0.4,34.9,62.5,0.4,1.1,0,0.7,47.8,12.5,0,1,1,1,1,1,1,1,1,1
227801,AMERICAN YOUTHWORKS CHARTER SCHOOL,13,167,10.2,73.7,12.6,1.2,0,0,2.4,61.7,19.8,0,1,1,1,1,1,1,1,1,1
227803,WAYSIDE SCHOOLS,13,1111,4.6,63,26.6,0.5,2.2,0,3.2,54,6.4,0,1,1,1,1,1,1,1,1,1
227804,NYOS CHARTER SCHOOL,13,871,14.1,34,43.2,0.1,5.9,0,2.8,42.4,7.8,1,0,0,0,2.9412,0,0,0,1,0
227805,TEXAS EMPOWERMENT ACADEMY,13,237,90.3,4.6,1.3,0,0,0,3.8,78.9,6.8,0,1,1,1,1,1,1,1,1,1
227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,638,15,29.5,49.5,0.5,1.6,0,3.9,61.9,34.5,0,1,1,1,1,1,1,1,1,1
227814,CHAPARRAL STAR ACADEMY,13,360,5.3,25,57.8,0.6,9.4,0,1.9,0.6,1.7,0,1,1,1,1,1,1,1,1,1
227816,HARMONY SCIENCE ACADEMY (AUSTIN),13,3070,11.3,46.6,29.5,0.2,9.7,0,2.7,51.4,5.4,3,0.6485,6.1728,2.9499,0.7153,1.1299,0,0,1,0
227817,CEDARS INTERNATIONAL ACADEMY,13,353,29.5,63.5,4.8,0.8,0.3,0,1.1,93.5,4.8,0,1,1,1,1,1,1,1,1,1
227819,UNIVERSITY OF TEXAS ELEMENTARY CHA,13,305,11.5,68.5,15.1,0.3,1.3,0,3.3,50.2,7.9,0,1,1,1,1,1,1,1,1,1
227820,KIPP AUSTIN PUBLIC SCHOOLS INC,13,3098,5.5,91.5,1.8,0,0.3,0,0.8,91.1,6.6,1,1.0977,15.1515,0,1.0929,0,1,0,1,0
227821,AUSTIN DISCOVERY SCHOOL,13,374,2.9,22.7,69.8,0,0.8,0,3.7,20.6,8.3,0,1,1,1,1,1,1,1,1,1
227824,THE EAST AUSTIN COLLEGE PREP ACADE,13,854,13.7,84.1,1.8,0,0,0,0.5,93.8,12.2,0,1,1,1,1,1,1,1,1,1
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,13,278,7.9,88.8,2.9,0,0,0,0.4,30.2,6.8,1,3.3113,14.7059,0,1.1261,0,1,1,1,0
227901,AUSTIN ISD,13,85014,8.2,60,25.4,0.2,3.5,0.1,2.6,61.2,9.9,47,1.4949,3.4386,2.8542,1.2057,0.0838,0,0,0,0.8183
227904,PFLUGERVILLE ISD,13,23497,18.1,46,24.3,0.4,7.4,0.2,3.6,53.8,9.9,2,0.9294,5.0505,0,1.0870,0,0,0,0,13.8889
227907,MANOR ISD,13,8619,23.7,62.2,9.3,0.2,2.5,0.1,2,78.2,7.5,1,1.2788,0,0,1.6077,0,0,0,0,0
227909,EANES ISD,13,7983,0.8,13,70.9,0.3,10.9,0.1,3.9,3.1,7.4,1,0,13.5135,0,0,1.4104,0,0,0,0
227910,DEL VALLE ISD,13,11611,9.9,81.9,6.2,0.3,0.6,0.1,1.1,85.5,9.4,1,1.1696,10.6383,0,1.2210,0,0,0,0,0
227912,LAGO VISTA ISD,13,1383,0.9,21.3,74.7,0.3,0.6,0.1,2.2,30.1,10.2,0,1,1,1,1,1,1,1,1,1
227913,LAKE TRAVIS ISD,13,8224,1,19.3,71.4,0.4,4.1,0,3.8,12.6,7,1,0,14.2857,0,0,1.4006,0,0,1,0
228901,GROVETON ISD,06,719,6.5,11.1,76.5,0.1,0.4,0,5.3,62.7,9,0,1,1,1,1,1,1,1,1,1
228903,TRINITY ISD,06,1223,18.6,21.3,57.1,0.2,0.3,0,2.5,74.2,8.1,0,1,1,1,1,1,1,1,1,1
228904,CENTERVILLE ISD,06,109,0,5.5,94.5,0,0,0,0,62.4,11.9,0,1,1,1,1,1,1,1,1,1
228905,APPLE SPRINGS ISD,06,194,6.7,5.7,86.1,0.5,0,0,1,52.6,13.9,0,1,1,1,1,1,1,1,1,1
229901,COLMESNEIL ISD,05,414,2.9,4.6,90.3,0.5,0.5,0,1.2,57.5,10.9,0,1,1,1,1,1,1,1,1,1
229903,WOODVILLE ISD,05,1323,25.2,6.9,62.1,2.1,0.4,0.1,3.3,68.7,14.4,1,1.4556,6.9444,0,0,1.6103,0,0,0,0
229904,WARREN ISD,05,1251,1.4,4.3,91.5,0.5,0.5,0,1.8,46.6,7.8,0,1,1,1,1,1,1,1,1,1
229905,SPURGER ISD,05,391,0,4.1,92.8,1.5,0,0,1.5,59.6,11,0,1,1,1,1,1,1,1,1,1
229906,CHESTER ISD,05,178,11.2,2.8,84.8,0,0,0,1.1,52.8,13.5,0,1,1,1,1,1,1,1,1,1
230901,BIG SANDY ISD,07,704,11.6,8.7,73.4,0.7,0.6,0.1,4.8,65.9,9.7,0,1,1,1,1,1,1,1,1,1
230902,GILMER ISD,07,2462,14.8,15.5,64.6,0.7,0.6,0,3.8,66.6,7.9,0,1,1,1,1,1,1,1,1,1
230903,ORE CITY ISD,07,843,7.2,14.2,74,0.6,0.8,0,3.1,67,9.6,0,1,1,1,1,1,1,1,1,1
230904,UNION HILL ISD,07,314,8.6,16.6,71.3,0.3,0.3,0.3,2.5,63.7,6.1,0,1,1,1,1,1,1,1,1,1
230905,HARMONY ISD,07,1039,0.7,16,80.8,0.3,0.3,0,2,50.9,6.4,0,1,1,1,1,1,1,1,1,1
230906,NEW DIANA ISD,07,991,7.6,9,78.1,0.4,0.2,0,4.7,38.7,6,0,1,1,1,1,1,1,1,1,1
230908,UNION GROVE ISD,07,769,0.4,6.1,89.9,0.8,0.3,0.1,2.5,43.7,5.5,0,1,1,1,1,1,1,1,1,1
231901,MCCAMEY ISD,18,546,2.4,73.6,22.5,0.5,0.2,0,0.7,50.9,7.1,0,1,1,1,1,1,1,1,1,1
231902,RANKIN ISD,18,261,0.4,46,52.1,1.1,0,0,0.4,47.5,5,0,1,1,1,1,1,1,1,1,1
232901,KNIPPA ISD,20,372,0,51.9,46.8,0,1.3,0,0,32.8,1.9,0,1,1,1,1,1,1,1,1,1
232902,SABINAL ISD,20,530,0.2,69.8,27.7,0.6,0.2,0,1.5,66.4,9.2,0,1,1,1,1,1,1,1,1,1
232903,UVALDE CISD,20,4825,0.3,89.3,9.1,0.3,0.6,0.1,0.4,81.8,12,2,0.6112,4.1667,0,0.5599,5.4945,0,0,0,0
232904,UTOPIA ISD,20,213,0.9,17.4,81.2,0,0.5,0,0,44.6,9.4,0,1,1,1,1,1,1,1,1,1
233901,SAN FELIPE-DEL RIO CISD,15,10655,0.8,92.3,6.1,0.2,0.3,0,0.3,75.8,7.9,1,1.3193,12.6582,0,1.0834,0,0,0,1,0
233903,COMSTOCK ISD,15,193,0,45.1,52.3,0.5,1,0,1,33.7,8.8,0,1,1,1,1,1,1,1,1,1
234801,RANCH ACADEMY,07,95,17.9,3.2,77.9,0,0,0,1.1,61.1,38.9,0,1,1,1,1,1,1,1,1,1
234902,CANTON ISD,10,2067,2,10.2,83.6,1.2,0.5,0,2.5,40.4,6.8,0,1,1,1,1,1,1,1,1,1
234903,EDGEWOOD ISD,07,928,5.1,9.1,80.7,0.8,0.2,0,4.2,48.5,12.6,0,1,1,1,1,1,1,1,1,1
234904,GRAND SALINE ISD,07,1086,1.2,25.1,71.9,0.5,0.2,0,1.1,63.6,9,1,1.5723,0,0,0,1.3908,0,0,1,0
234905,MARTINS MILL ISD,07,490,2.4,19.8,75.9,0.4,0.2,0.2,1,45.1,10.8,0,1,1,1,1,1,1,1,1,1
234906,VAN ISD,07,2316,2.5,18.4,75.2,1,0.6,0.1,2.1,54.1,10.1,0,1,1,1,1,1,1,1,1,1
234907,WILLS POINT ISD,10,2457,4.8,20.6,69.5,1.1,0.3,0.1,3.6,67,9.3,1,1.4925,10.7527,0,0,1.4388,0,0,0,0
234909,FRUITVALE ISD,07,404,0.7,9.9,84.2,0.2,0.7,0,4.2,72.8,11.1,0,1,1,1,1,1,1,1,1,1
235901,BLOOMINGTON ISD,03,915,4.4,83.9,9.9,0.1,0,0,1.6,81.9,9.8,1,1.2210,0,0,1.1919,0,0,1,1,0
235902,VICTORIA ISD,03,14484,7.4,63.4,26.8,0.2,0.9,0.1,1.2,62.6,8.9,31,1.5974,1.8123,4.3592,0.9667,0.1204,0,0,0,2.6882
235904,NURSERY ISD,03,106,3.8,45.3,49.1,0,0,0,1.9,52.8,8.5,0,1,1,1,1,1,1,1,1,1
236801,RAVEN SCHOOL,06,78,23.1,39.7,35.9,0,0,0,1.3,100,20.5,0,1,1,1,1,1,1,1,1,1
236901,NEW WAVERLY ISD,06,902,20.1,14.2,60.5,0.9,0,0,4.3,52.7,10.3,0,1,1,1,1,1,1,1,1,1
236902,HUNTSVILLE ISD,06,6467,24.8,30.9,40.9,0.3,1,0,2.1,64.1,8.6,2,0.7800,5.8140,2.0161,1.6181,0,0,0,1,0
237902,HEMPSTEAD ISD,04,1551,25.5,56.5,16,0,0.6,0,1.4,77.7,8.6,0,1,1,1,1,1,1,1,1,1
237904,WALLER ISD,04,5895,10.6,49.4,36.5,0.7,0.4,0.1,2.3,64.3,6.6,3,0.5184,5.0505,3.1447,0.6748,0.9132,0,0,0,0
237905,ROYAL ISD,04,2174,19,69.5,9,0.3,0.1,0,2.1,82.3,8.3,0,1,1,1,1,1,1,1,1,1
238902,MONAHANS-WICKETT-PYOTE ISD,18,2203,4.8,58.2,35.3,0.4,0.5,0.1,0.7,50.7,9.6,0,1,1,1,1,1,1,1,1,1
238904,GRANDFALLS-ROYALTY ISD,18,135,1.5,72.6,25.2,0,0,0,0.7,57,9.6,0,1,1,1,1,1,1,1,1,1
239901,BRENHAM ISD,06,4874,22.4,31.5,42.8,0.1,1.5,0,1.7,55.9,11.6,0,1,1,1,1,1,1,1,1,1
239903,BURTON ISD,06,361,15.8,16.6,65.7,0.3,0,0.3,1.4,49.6,12.7,0,1,1,1,1,1,1,1,1,1
240801,GATEWAY ACADEMY CHARTER DISTRICT,01,408,0.2,99,0.5,0.2,0,0,0,94.4,14,0,1,1,1,1,1,1,1,1,1
240901,LAREDO ISD,01,24915,0.1,99.5,0.4,0,0.1,0,0,97.7,7.7,78,1.0235,1.8315,0,1.0050,0,1,0,1,1
240903,UNITED ISD,01,43422,0.1,98.5,1,0,0.3,0,0.1,73.6,7.4,2,74.0489,162.1622,0,0.5076,50.0000,1,0,1,0
240904,WEBB CISD,01,319,0,93.7,6.3,0,0,0,0,64.3,8.5,1,1.5552,0,1,1.0672,0,1,1,1,1
241901,BOLING ISD,03,1089,10,53,35.4,0,0.4,0,1.3,53.3,7,0,1,1,1,1,1,1,1,1,1
241902,EAST BERNARD ISD,03,952,6.2,28.5,64.4,0.1,0,0,0.8,33.4,5.1,0,1,1,1,1,1,1,1,1,1
241903,EL CAMPO ISD,03,3580,11.7,60.7,26.3,0.1,0.2,0.1,1,65.1,7.4,0,1,1,1,1,1,1,1,1,1
241904,WHARTON ISD,03,2155,28.4,55,15.2,0.1,0.4,0,0.9,81,7.6,2,0.6173,0,0,0.9091,3.2895,0,0,1,0
241906,LOUISE ISD,03,489,3.5,57.1,38.2,0.2,0.2,0,0.8,59.9,4.5,0,1,1,1,1,1,1,1,1,1
242902,SHAMROCK ISD,16,432,7.2,26.6,57.9,2.8,1.6,0,3.9,57.2,10.2,0,1,1,1,1,1,1,1,1,1
242903,WHEELER ISD,16,471,0,62.8,35.7,0.6,0,0,0.8,53.9,10,0,1,1,1,1,1,1,1,1,1
242905,KELTON ISD,16,132,0,29.5,68.2,0,0,0,2.3,54.5,7.6,0,1,1,1,1,1,1,1,1,1
242906,FORT ELLIOTT CISD,16,147,0,6.8,89.8,0.7,0,0,2.7,16.3,13.6,0,1,1,1,1,1,1,1,1,1
243801,BRIGHT IDEAS CHARTER,09,159,3.1,27,61.6,1.9,0.6,0,5.7,61,10.1,0,1,1,1,1,1,1,1,1,1
243901,BURKBURNETT ISD,09,3437,6.8,15.1,70.2,0.8,1.5,0.6,5.1,49.6,9.7,1,2.0161,0,0,0,1.4245,0,0,0,0
243902,ELECTRA ISD,09,439,7.3,20,65.6,0.2,0.7,0,6.2,65.4,10.5,0,1,1,1,1,1,1,1,1,1
243903,IOWA PARK CISD,09,1776,0.6,7.2,87.9,1.5,0.6,0.1,2.1,43.4,9.7,0,1,1,1,1,1,1,1,1,1
243905,WICHITA FALLS ISD,09,14549,14.7,33.6,44,0.9,2.5,0.2,4.2,65.5,12.2,14,1.4177,3.5129,0.4859,0.2126,1.6234,7.9365,2.8571,0,0
243906,CITY VIEW ISD,09,985,8.7,26.7,56.2,1,1.6,0,5.7,64.6,11.7,0,1,1,1,1,1,1,1,1,1
244901,HARROLD ISD,09,120,0.8,38.3,58.3,0.8,0.8,0,0.8,65,15,0,1,1,1,1,1,1,1,1,1
244903,VERNON ISD,09,2101,9.6,41.3,43.9,1.2,1.3,0.1,2.6,71.5,9.6,0,1,1,1,1,1,1,1,1,1
244905,NORTHSIDE ISD,09,174,4.6,26.4,66.1,0.6,0.6,0,1.7,49.4,6.3,0,1,1,1,1,1,1,1,1,1
245901,LASARA ISD,01,487,0,97.3,1.4,0.6,0.2,0.4,0,85,4.5,0,1,1,1,1,1,1,1,1,1
245902,LYFORD CISD,01,1586,0.1,97.2,2.4,0,0.3,0,0.1,84.5,7.7,1,1.1834,0,0,1.0288,0,1,0,1,0
245903,RAYMONDVILLE ISD,01,2154,0.4,98.2,1.1,0.2,0.1,0,0,93.1,6.5,13,1.0741,1.1834,0,1.0183,0,0,0,1,1
245904,SAN PERLITA ISD,01,276,0.4,89.1,9.8,0.4,0.4,0,0,68.8,9.8,0,1,1,1,1,1,1,1,1,1
246801,MERIDIAN WORLD SCHOOL LLC,13,975,4.3,19.3,53.4,0.5,19.4,0.2,2.9,8.4,4,0,1,1,1,1,1,1,1,1,1
246902,FLORENCE ISD,13,981,1.5,40,54.6,0.3,0.6,0.4,2.5,58.3,9.9,1,0,0,0,0,1.8315,0,0,0,0
246904,GEORGETOWN ISD,13,10519,3.6,40.7,52.1,0.3,1.1,0.1,2.2,46.3,8.5,11,0.1963,1.0695,2.5253,2.0103,0.1745,0,0,0,0
246905,GRANGER ISD,13,420,2.4,41.2,54.3,0.2,0,0,1.9,56.9,9.3,1,0,0,0,2.4272,0,0,1,1,0
246906,HUTTO ISD,13,5915,12.3,41.8,40,0.2,0.9,0.2,4.5,45.3,8.4,1,0,0,0,0,0,0,0,0,22.2222
246907,JARRELL ISD,13,1136,3.1,46.2,46.1,0,0.6,0.2,3.8,62.4,8.9,2,0.8013,0,0,1.0823,1.0846,1,0,0,0
246908,LIBERTY HILL ISD,13,2968,1,18.6,77.3,0.4,0.4,0.2,2.2,25.5,7.7,0,1,1,1,1,1,1,1,1,1
246909,ROUND ROCK ISD,13,46535,8.9,30.3,43.4,0.4,12.7,0.2,4.1,29.1,8.2,28,1.9637,4.7909,0.4013,1.2966,1.2344,0,0,0,0.8711
246911,TAYLOR ISD,13,3236,9.8,61.7,25.9,0.2,0.6,0,1.9,65.9,11,2,0,0,0,0.8104,1.9305,0,0,1,0
246912,THRALL ISD,13,652,2.3,27.1,66.6,0.5,0.2,0.2,3.2,39.1,8.6,0,1,1,1,1,1,1,1,1,1
246913,LEANDER ISD,13,35355,3.9,23.9,62.6,0.3,5.5,0.2,3.7,18.9,9.2,22,2.6455,5.9289,1.1655,0.1902,1.4522,0,0,0,0
246914,COUPLAND ISD,13,104,0,26.9,67.3,1.9,1,0,2.9,32.7,4.8,0,1,1,1,1,1,1,1,1,1
247901,FLORESVILLE ISD,20,3802,1.2,64,32.5,0.5,0.3,0,1.3,56.5,10.8,2,0.8850,4.6296,0,0.7812,1.5385,0,0,1,0
247903,LA VERNIA ISD,20,3108,1.1,26.5,69.7,0.5,0.1,0,2,25.3,10,2,1.9763,0,0,1.8868,0.7174,0,0,1,0
247904,POTH ISD,20,850,0.5,48.2,50.6,0.2,0,0,0.5,39.4,8.1,2,1.2690,0,0,1.0373,0.9881,0,1,1,0
247906,STOCKDALE ISD,20,810,0.9,47.3,50.4,0.1,0.1,0,1.2,50.6,13.8,0,1,1,1,1,1,1,1,1,1
248901,KERMIT ISD,18,1437,1.9,76.9,19.6,0.3,0.4,0,0.8,66.6,8.2,0,1,1,1,1,1,1,1,1,1
248902,WINK-LOVING ISD,18,403,2.2,34,61.3,1,0,0,1.5,36.7,7.7,1,0,0,0,0,1.6313,0,1,1,0
249901,ALVORD ISD,11,703,1,12.7,85.1,0,0.1,0,1.1,28.6,8.1,0,1,1,1,1,1,1,1,1,1
249902,BOYD ISD,11,1155,1.1,13.9,81,1.2,0.1,0.4,2.3,53.9,8.2,0,1,1,1,1,1,1,1,1,1
249903,BRIDGEPORT ISD,11,2124,0.6,48.4,48.9,0.5,0.3,0,1.2,52.1,8.1,1,1.9194,0,0,0,2.0450,0,0,1,0
249904,CHICO ISD,11,600,1.7,25,70.8,1,0,0,1.5,53.5,8.3,0,1,1,1,1,1,1,1,1,1
249905,DECATUR ISD,11,2974,1.1,33.2,62.5,0.8,0.8,0.1,1.6,45.3,7.7,0,1,1,1,1,1,1,1,1,1
249906,PARADISE ISD,11,1103,0.7,11.6,85.7,0.5,0.2,0,1.4,31.7,11,1,3.1546,0,0,0,1.1669,0,0,1,0
249908,SLIDELL ISD,11,234,1.3,26.1,72.2,0,0,0,0.4,56,9.8,0,1,1,1,1,1,1,1,1,1
250902,HAWKINS ISD,07,740,10.5,4.6,79.9,0.3,0,0.4,4.3,60.4,10.1,0,1,1,1,1,1,1,1,1,1
250903,MINEOLA ISD,07,1608,7.6,27.2,59.9,0.4,1,0,3.8,61.8,7.2,0,1,1,1,1,1,1,1,1,1
250904,QUITMAN ISD,07,1128,2.1,17,77.2,0.6,0.2,0.1,2.7,59.2,9.7,0,1,1,1,1,1,1,1,1,1
250905,YANTIS ISD,07,370,0.3,22.7,73.2,0.3,0,0,3.5,58.1,5.9,0,1,1,1,1,1,1,1,1,1
250906,ALBA-GOLDEN ISD,07,840,0.5,10.5,87.6,0.1,0.7,0,0.6,53.6,9.6,0,1,1,1,1,1,1,1,1,1
250907,WINNSBORO ISD,07,1497,1.7,15,78.8,0.5,1.1,0.1,2.9,53.4,7.5,0,1,1,1,1,1,1,1,1,1
251901,DENVER CITY ISD,17,1714,0.9,78.3,19.4,0.2,0.2,0,0.9,49.1,5.9,0,1,1,1,1,1,1,1,1,1
251902,PLAINS ISD,17,464,0,62.7,36.9,0,0,0,0.4,65.9,7.8,0,1,1,1,1,1,1,1,1,1
252901,GRAHAM ISD,09,2572,1.2,28.7,67.8,0.5,0.4,0.1,1.2,56.3,9.8,0,1,1,1,1,1,1,1,1,1
252902,NEWCASTLE ISD,09,211,0,13.3,86.7,0,0,0,0,50.7,10.9,0,1,1,1,1,1,1,1,1,1
252903,OLNEY ISD,09,718,2.2,36.2,56.8,0.7,0.6,0,3.5,63.9,12.1,2,0.7825,4.1322,0,1.3812,0.8803,0,0,1,0
253901,ZAPATA COUNTY ISD,01,3596,0,99.1,0.8,0,0.1,0,0,79.2,6.3,0,1,1,1,1,1,1,1,1,1
254901,CRYSTAL CITY ISD,20,2012,0.4,98,1.3,0,0,0,0.2,86.9,8.1,1,0,0,0,1.0204,0,1,1,1,0
254902,LA PRYOR ISD,20,476,0.2,92.9,6.7,0,0,0,0.2,84.7,10.3,0,1,1,1,1,1,1,1,1,1
